Freq.	Cap.	Loss	Voltage	Time
Hz	pF	tan d 	V	
50.000	8.9580	3.8832	0.0125	02-09-2019-14:48:56
50.000	8.9592	3.8875	0.0125	02-09-2019-14:49:16
50.000	8.9594	3.8917	0.0125	02-09-2019-14:49:37
50.000	8.9573	3.8973	0.0125	02-09-2019-14:49:57
60.000	8.9407	3.28524	0.0450	02-09-2019-14:50:17
60.000	8.9418	3.28827	0.0450	02-09-2019-14:50:36
60.000	8.9420	3.29146	0.0450	02-09-2019-14:50:56
60.000	8.9409	3.29532	0.0450	02-09-2019-14:51:15
80.000	8.8137	2.55819	0.0600	02-09-2019-14:51:27
80.000	8.8141	2.55954	0.0600	02-09-2019-14:51:39
80.000	8.8142	2.56095	0.0600	02-09-2019-14:51:51
80.000	8.8140	2.56252	0.0600	02-09-2019-14:52:03
100.00	8.64243	2.13560	0.0750	02-09-2019-14:52:13
100.00	8.64210	2.13673	0.0750	02-09-2019-14:52:23
100.00	8.64250	2.13762	0.0750	02-09-2019-14:52:34
100.00	8.64335	2.13846	0.0750	02-09-2019-14:52:44
120.00	8.46630	1.85834	0.100	02-09-2019-14:52:54
120.00	8.46588	1.85927	0.100	02-09-2019-14:53:05
120.00	8.46640	1.85995	0.0900	02-09-2019-14:53:15
120.00	8.46708	1.86073	0.0900	02-09-2019-14:53:24
160.00	8.14107	1.511069	0.100	02-09-2019-14:53:31
160.00	8.14156	1.511394	0.100	02-09-2019-14:53:38
160.00	8.14190	1.511865	0.100	02-09-2019-14:53:45
160.00	8.14256	1.512174	0.100	02-09-2019-14:53:51
200.00	7.86530	1.29996	0.100	02-09-2019-14:53:58
200.00	7.86567	1.300153	0.100	02-09-2019-14:54:04
200.00	7.86587	1.300457	0.100	02-09-2019-14:54:10
200.00	7.86626	1.300698	0.100	02-09-2019-14:54:16
240.00	7.63374	1.155956	0.100	02-09-2019-14:54:22
240.00	7.63387	1.156143	0.100	02-09-2019-14:54:28
240.00	7.63408	1.156360	0.100	02-09-2019-14:54:34
