Freq.	Cap.	Loss	Voltage	Time
Hz	pF	tan d 	V	
50.000	7.4598	1.02737	0.100	02-09-2019-14:13:27
50.000	7.4651	1.03016	0.100	02-09-2019-14:13:49
50.000	7.4697	1.03282	0.100	02-09-2019-14:14:10
50.000	7.4743	1.03513	0.100	02-09-2019-14:14:32
60.000	7.2476	0.92927	0.100	02-09-2019-14:14:52
60.000	7.2513	0.93097	0.100	02-09-2019-14:15:13
60.000	7.25471	0.93274	0.100	02-09-2019-14:15:33
60.000	7.2575	0.93439	0.100	02-09-2019-14:15:53
80.000	6.90766	0.791301	0.100	02-09-2019-14:16:06
80.000	6.90967	0.79209	0.100	02-09-2019-14:16:18
80.000	6.91158	0.79281	0.100	02-09-2019-14:16:31
80.000	6.91329	0.793567	0.100	02-09-2019-14:16:43
100.00	6.65506	0.701072	0.100	02-09-2019-14:16:54
100.00	6.65679	0.701594	0.100	02-09-2019-14:17:05
100.00	6.65804	0.702140	0.100	02-09-2019-14:17:16
100.00	6.65950	0.702687	0.100	02-09-2019-14:17:27
120.00	6.46000	0.636637	0.100	02-09-2019-14:17:37
120.00	6.46135	0.63702	0.100	02-09-2019-14:17:47
120.00	6.46277	0.637469	0.100	02-09-2019-14:17:58
120.00	6.46398	0.637986	0.100	02-09-2019-14:18:09
160.00	6.17060	0.547765	0.100	02-09-2019-14:18:15
160.00	6.17132	0.547973	0.100	02-09-2019-14:18:22
160.00	6.17191	0.548232	0.100	02-09-2019-14:18:29
160.00	6.17267	0.548443	0.100	02-09-2019-14:18:36
200.00	5.96482	0.488722	0.100	02-09-2019-14:18:42
200.00	5.96542	0.488887	0.100	02-09-2019-14:18:49
200.00	5.96600	0.489086	0.100	02-09-2019-14:18:55
200.00	5.96661	0.489259	0.100	02-09-2019-14:19:02
240.00	5.80930	0.445988	0.100	02-09-2019-14:19:08
240.00	5.80966	0.446132	0.100	02-09-2019-14:19:14
240.00	5.81021	0.446298	0.100	02-09-2019-14:19:19
240.00	5.81085	0.446464	0.100	02-09-2019-14:19:25
320.00	5.58417	0.386668	0.100	02-09-2019-14:19:29
320.00	5.58405	0.386781	0.100	02-09-2019-14:19:32
320.00	5.58435	0.386838	0.100	02-09-2019-14:19:35
320.00	5.584567	0.386913	0.100	02-09-2019-14:19:38
400.00	5.425954	0.346855	0.100	02-09-2019-14:19:41
400.00	5.42608	0.346883	0.100	02-09-2019-14:19:44
400.00	5.42633	0.346956	0.100	02-09-2019-14:19:47
400.00	5.42633	0.347015	0.100	02-09-2019-14:19:49
500.00	5.28200	0.311613	0.100	02-09-2019-14:19:52
500.00	5.28208	0.311674	0.100	02-09-2019-14:19:55
500.00	5.28234	0.311716	0.100	02-09-2019-14:19:58
500.00	5.28245	0.311775	0.100	02-09-2019-14:20:01
600.00	5.17384	0.28591	0.100	02-09-2019-14:20:02
600.00	5.17376	0.28595	0.100	02-09-2019-14:20:03
600.00	5.17392	0.28593	0.100	02-09-2019-14:20:04
600.00	5.1738	0.28596	0.100	02-09-2019-14:20:05
800.00	5.0187	0.24998	0.100	02-09-2019-14:20:05
800.00	5.0187	0.25002	0.100	02-09-2019-14:20:06
800.00	5.0187	0.24998	0.100	02-09-2019-14:20:07
800.00	5.0189	0.25000	0.100	02-09-2019-14:20:08
1000.0	4.9105	0.22570	0.100	02-09-2019-14:20:09
1000.0	4.9108	0.22572	0.100	02-09-2019-14:20:10
1000.0	4.9107	0.22573	0.100	02-09-2019-14:20:11
1000.0	4.9108	0.22572	0.100	02-09-2019-14:20:12
1200.0	4.830	0.2080	0.100	02-09-2019-14:20:13
1200.0	4.830	0.2080	0.100	02-09-2019-14:20:13
1200.0	4.829	0.2081	0.100	02-09-2019-14:20:14
