Freq.	Cap.	Loss	Voltage	Time
6000.0	5.083	0.2716	0.100	02-09-2019-15:10:11
8000.0	4.9369	0.23713	0.100	02-09-2019-15:10:11
8000.0	4.9367	0.23720	0.100	02-09-2019-15:10:12
8000.0	4.9367	0.23720	0.100	02-09-2019-15:10:13
8000.0	4.9369	0.23720	0.100	02-09-2019-15:10:13
10000.0	4.8353	0.21400	0.100	02-09-2019-15:10:14
10000.0	4.8355	0.21402	0.100	02-09-2019-15:10:15
10000.0	4.8352	0.21405	0.100	02-09-2019-15:10:15
10000.0	4.8352	0.21403	0.100	02-09-2019-15:10:16
12000.0	4.75895	0.19706	0.100	02-09-2019-15:10:17
12000.0	4.75903	0.19714	0.100	02-09-2019-15:10:17
12000.0	4.7589	0.19710	0.100	02-09-2019-15:10:18
12000.0	4.75899	0.197135	0.100	02-09-2019-15:10:19
16000.0	4.6502	0.17339	0.100	02-09-2019-15:10:19
16000.0	4.6499	0.17348	0.100	02-09-2019-15:10:20
16000.0	4.6501	0.17344	0.100	02-09-2019-15:10:21
16000.0	4.6501	0.17344	0.100	02-09-2019-15:10:21
20000.0	4.57443	0.15735	0.100	02-09-2019-15:10:22
20000.0	4.57430	0.15730	0.100	02-09-2019-15:10:22
20000.0	4.57451	0.15728	0.100	02-09-2019-15:10:23
20000.0	4.5740	0.15736	0.100	02-09-2019-15:10:24
