#  Frequency Ave 	 Frequency Std 	 Capacitance Ave 	 Capacitance Std 	 Loss Ave 	 Loss Std 	 Voltage Ave 	 Voltage Std 	 Time Ave 	 Time Std 	 Frequency Ave 	 Capacitance Ave 	 Resistance Ave 	 Resistance Std 	 ReZ Ave 	 ReZ Std 	 ImZ Ave 	 ImZ Std 	 MagZ Ave 	 Magz Std 
#   Hz 	 Hz 	 pF 	 pF 	 tand 	 tand 	 V 	 V 	 s 	 s 	 rad s-1 	 F 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 
3.200000000000000000e+03	0.000000000000000000e+00	5.157872499999999860e+00	9.601432184850962792e-05	2.880215000000000414e-01	1.888782676751985041e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742140250000000e+09	8.291561975888499525e-01	2.010619298297467685e+04	5.157872499999999538e-12	3.347916695197391137e+07	2.282232016477880279e+03	2.564563711882910226e+06	1.723044648298346715e+02	8.904070397115873173e+06	1.683668152991834290e+02	9.266037808529699221e+06	4.929185199524294347e+01
1.600000000000000000e+04	0.000000000000000000e+00	4.491399999999999615e+00	1.414213562372939226e-04	1.398925000000000030e-01	1.299038105676755337e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742158500000000e+09	5.000000000000000000e-01	1.005309649148733733e+05	4.491399999999999219e-12	1.583156990327195637e+07	1.552331353345210346e+03	3.038756041071427171e+05	3.425226462818192630e+01	2.172207974745913409e+06	6.627726078763453188e+01	2.193359949557122774e+06	9.355436147804402580e+00
5.000000000000000000e+03	0.000000000000000000e+00	4.926164999999999239e+00	4.092676385925059251e-05	2.335899999999999921e-01	1.870828693387729068e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742145750000000e+09	8.291561975888499525e-01	3.141592653589793190e+04	4.926164999999998932e-12	2.766221333640259877e+07	2.227362270028289913e+03	1.431272607088327641e+06	1.057527262671185042e+02	6.127285444960520603e+06	6.847933894751861317e+01	6.292230780877833255e+06	2.536906847396125997e+01
4.000000000000000000e+02	0.000000000000000000e+00	6.991539999999999644e+00	1.856071119326297911e-04	8.490767499999999357e-01	6.991199825497447983e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742099500000000e+09	3.354101966249684708e+00	2.513274122871834606e+03	6.991539999999999510e-12	6.702554356792452931e+07	5.798561408144616507e+03	2.807829302913926169e+07	9.516349886748329254e+02	3.306920490890754759e+07	2.401201719128173863e+03	4.338159578366758674e+07	6.170676085856147211e+02
1.000000000000000000e+04	0.000000000000000000e+00	4.642652500000000515e+00	2.043740443402880655e-04	1.710899999999999921e-01	3.240370349204172806e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742153250000000e+09	8.291561975888499525e-01	6.283185307179586380e+04	4.642652500000000043e-12	2.003684447194353864e+07	3.896048943242699806e+03	5.698341996316371951e+05	1.153075277850394258e+02	3.330610787489842623e+06	1.430995724223647301e+02	3.379005657410703134e+06	2.274102341745341604e+01
1.600000000000000000e+02	0.000000000000000000e+00	8.141772499999998303e+00	5.420043819011996934e-04	1.511625500000000066e+00	4.247048975465064964e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.549742021250000000e+09	7.495832175282474807e+00	1.005309649148733797e+03	8.141772499999997759e-12	8.082337403265523911e+07	2.333678497685148250e+04	5.621969447575296462e+07	6.746288066057205469e+03	3.719154941204217821e+07	1.497064562953715904e+04	6.740819975800706446e+07	5.626934901601395723e+03
8.000000000000000000e+02	0.000000000000000000e+00	6.223399999999999821e+00	7.071067811848995527e-05	5.783750000000000835e-01	4.999999999977244869e-06	1.000000000000000056e-01	0.000000000000000000e+00	1.549742122500000000e+09	1.118033988749894903e+00	5.026548245743669213e+03	6.223399999999999513e-12	5.527043932063960284e+07	7.890927261455418602e+02	1.385439682100312971e+07	2.557022736051171989e+02	2.395400358072725683e+07	2.186673305175768860e+02	2.767198219895560667e+07	1.286595752319130384e+02
4.000000000000000000e+03	0.000000000000000000e+00	5.036497499999999405e+00	5.760859310921370095e-05	2.591605000000000159e-01	1.416862731531892511e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742143000000000e+09	7.071067811865475727e-01	2.513274122871834334e+04	5.036497499999999563e-12	3.048335111586038023e+07	1.702646773144919734e+03	1.918532203759077471e+06	1.023018729343301061e+02	7.402872751669630408e+06	9.048468349239621489e+01	7.647436877429806627e+06	2.726661779225307569e+01
2.000000000000000000e+04	0.000000000000000000e+00	4.429362499999999869e+00	4.145780987968061858e-05	1.274949999999999972e-01	2.061552812808704088e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742161000000000e+09	7.071067811865475727e-01	1.256637061435917276e+05	4.429362499999999848e-12	1.409145240776366740e+07	2.282356260062875663e+03	2.253924581757050473e+05	3.558145332834824615e+01	1.767853313272716943e+06	1.845152259956244833e+01	1.782163600080478005e+06	6.197311419260747023e+00
1.200000000000000000e+03	0.000000000000000000e+00	5.849000000000000199e+00	0.000000000000000000e+00	4.678499999999999881e-01	8.660254037843432315e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742129000000000e+09	7.071067811865475727e-01	7.539822368615503365e+03	5.848999999999999816e-12	4.846750127697023004e+07	8.971697630395707165e+03	8.703654768342429772e+06	1.032474076621196446e+03	1.860351558906151727e+07	1.236801610262554732e+03	2.053885095615002513e+07	4.386848629197123159e+02
5.000000000000000000e+01	0.000000000000000000e+00	8.958474999999999966e+00	8.642193008720931366e-04	3.889924999999999855e+00	5.211705574953358865e-03	1.250000000000000069e-02	0.000000000000000000e+00	1.549741766500000000e+09	2.280898945591408733e+01	3.141592653589793258e+02	8.958474999999999145e-12	9.134290370117779076e+07	1.226976764875060180e+05	8.568051581164942682e+07	1.008276402379469801e+05	2.202626421117359027e+07	5.553716382054745191e+04	8.846641794969847798e+07	9.765248761432569881e+04
6.000000000000000000e+01	0.000000000000000000e+00	8.941349999999999909e+00	5.590169943753923185e-04	3.290072499999999955e+00	3.743777337128865405e-03	4.499999999999999833e-02	0.000000000000000000e+00	1.549741846000000000e+09	2.169101196348386296e+01	3.769911184307751455e+02	8.941349999999999256e-12	9.016963628343836963e+07	1.027588884707002871e+05	8.254402431760859489e+07	7.816278915007454634e+04	2.508881622444750741e+07	5.236355446048712474e+04	8.627261819424550235e+07	7.478472147581964964e+04
3.200000000000000000e+02	0.000000000000000000e+00	7.267867499999999481e+00	2.033930923112864993e-04	9.683472499999999927e-01	8.209559976026630510e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742087500000000e+09	3.354101966249684708e+00	2.010619298297467594e+03	7.267867499999999576e-12	7.066950163587419689e+07	6.309274216050066570e+03	3.419861705327850580e+07	9.926956927851924775e+02	3.531648079062392563e+07	3.051791459833305908e+03	4.916095222624659538e+07	6.917041339943859839e+02
1.600000000000000000e+03	0.000000000000000000e+00	5.616379999999999484e+00	8.746427842277015147e-05	4.043475000000000263e-01	1.785357107135360346e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742132000000000e+09	7.071067811865475727e-01	1.005309649148733843e+04	5.616379999999999137e-12	4.380149184965900332e+07	2.050779461773602179e+03	6.155072833683198318e+06	2.647177179213243789e+02	1.522223541306227632e+07	2.629981179259342525e+02	1.641954239796688594e+07	1.003652612874898722e+02
8.000000000000000000e+03	0.000000000000000000e+00	4.725249999999999950e+00	1.658312395177182592e-04	1.887999999999999956e-01	2.828427124746074692e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742150750000000e+09	8.291561975888499525e-01	5.026548245743668667e+04	4.725249999999999884e-12	2.229992302273366600e+07	3.431211228954511625e+03	7.675315676680537872e+05	1.216505321202574237e+02	4.065315506716386881e+06	1.396537442355010512e+02	4.137136071791172493e+06	2.538114367207058208e+01
2.000000000000000000e+02	0.000000000000000000e+00	7.865775000000000183e+00	3.467347689514645864e-04	1.300316999999999945e+00	2.824473402246674642e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.549742047000000000e+09	6.708203932499369415e+00	1.256637061435917303e+03	7.865774999999999974e-12	7.780354336073456705e+07	1.724453551335630618e+04	4.888915331802704185e+07	3.210136939787063511e+03	3.759787291716331244e+07	1.048133736053764915e+04	6.167454385764613748e+07	2.545427398871223431e+03
8.000000000000000000e+01	0.000000000000000000e+00	8.814000000000000057e+00	1.870828693382610550e-04	2.560299999999999798e+00	1.610946926500035799e-03	5.999999999999999778e-02	0.000000000000000000e+00	1.549741905000000000e+09	1.341640786499873883e+01	5.026548245743668986e+02	8.814000000000000208e-12	8.815891616154775023e+07	5.550135564618215722e+04	7.649017649738271534e+07	3.541012133528769482e+04	2.987547416216174886e+07	3.264118254741559576e+04	8.211754414870645106e+07	3.298359488154754945e+04
2.000000000000000000e+03	0.000000000000000000e+00	5.454067499999999846e+00	5.309190145407990426e-05	3.618275000000000241e-01	3.269174207656015609e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742134750000000e+09	8.291561975888499525e-01	1.256637061435917167e+04	5.454067499999999368e-12	4.032441317397917807e+07	3.664465107783900748e+03	4.668094559838111512e+06	3.357537539572606420e+02	1.290143662335812673e+07	2.880916143570149188e+02	1.371999175532246754e+07	1.153465482911377791e+02
6.000000000000000000e+02	0.000000000000000000e+00	6.523559999999999803e+00	2.603843313258481112e-04	6.757575000000000109e-01	4.380353866983832244e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742118000000000e+09	1.581138830084189761e+00	3.769911184307751682e+03	6.523559999999999720e-12	6.017184742886465043e+07	4.580566164160950393e+03	1.886341930038682744e+07	1.164302375005267777e+03	2.791448012102985010e+07	1.395650426703380163e+03	3.369045544556465000e+07	6.526319662187219137e+02
2.400000000000000000e+03	0.000000000000000000e+00	5.331717499999999887e+00	4.763139720826387133e-05	3.307525000000000048e-01	1.705139290497867331e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742137250000000e+09	8.291561975888499525e-01	1.507964473723100673e+04	5.331717499999999591e-12	3.760439657469754666e+07	1.967524043073052098e+03	3.708154522101992276e+06	1.668099837850145093e+02	1.121126679950111173e+07	1.408841269385867179e+02	1.180859488717355207e+07	5.358040694192018805e+01
1.200000000000000000e+04	0.000000000000000000e+00	4.580492500000000078e+00	9.038113741269305503e-05	1.581075000000000119e-01	1.639359631075975679e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742156000000000e+09	7.071067811865475727e-01	7.539822368615503365e+04	4.580492500000000235e-12	1.831362164701569080e+07	1.932951362651280988e+03	4.466385148048368283e+05	4.802616809309060386e+01	2.824904035576027352e+06	5.497985153413519299e+01	2.859994540750173386e+06	1.048288911578178784e+01
1.000000000000000000e+02	0.000000000000000000e+00	8.642594999999998251e+00	4.613296001777970694e-04	2.137102500000000127e+00	1.061470089074468626e-03	7.499999999999999722e-02	0.000000000000000000e+00	1.549741948500000000e+09	1.162970334961300800e+01	6.283185307179586516e+02	8.642594999999997466e-12	8.616891355388578773e+07	4.304538847976586112e+04	7.069097065080252290e+07	2.266777397515279517e+04	3.307795047303651646e+07	2.713536848326845575e+04	7.804719174351683259e+07	2.053137561031100995e+04
1.000000000000000000e+03	0.000000000000000000e+00	6.010100000000000442e+00	8.246211251246260106e-05	5.142622500000000318e-01	1.910987964378685352e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742125500000000e+09	1.118033988749894903e+00	6.283185307179585834e+03	6.010100000000000008e-12	5.149366317035060376e+07	2.039763322846398069e+03	1.077000832782718353e+07	3.409019876595110645e+02	2.094263836753948778e+07	3.851733206617597602e+02	2.354967475730830431e+07	1.568790981093488313e+02
2.400000000000000000e+02	0.000000000000000000e+00	7.634027500000000188e+00	2.570384212526000915e-04	1.156251750000000023e+00	2.229219314019961675e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.549742071000000000e+09	6.708203932499369415e+00	1.507964473723100582e+03	7.634027500000000512e-12	7.512816248188538849e+07	1.470371179846164887e+04	4.297976918543407321e+07	1.733384719779452780e+03	3.717163600871009380e+07	8.325862133699245533e+03	5.682421211769874394e+07	1.312427231958089124e+03
6.000000000000000000e+03	0.000000000000000000e+00	4.843250000000000277e+00	8.291561975891269731e-04	2.148749999999999827e-01	1.479019945774964024e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.549742148250000000e+09	8.291561975888499525e-01	3.769911184307751682e+04	4.843249999999999987e-12	2.548860719437961653e+07	1.807874366641917368e+04	1.124903055409309454e+06	8.153113935852659324e+02	5.235150926861243322e+06	8.804209504539188629e+02	5.354643976128135808e+06	1.737198493130673000e+02
5.000000000000000000e+02	0.000000000000000000e+00	6.727930000000000632e+00	1.720465053409987819e-04	7.477160000000000473e-01	6.617779083650232315e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.549742111250000000e+09	3.031088913245535199e+00	3.141592653589792917e+03	6.727930000000000393e-12	6.327497599435959011e+07	5.829319287777500904e+03	2.269013891977188364e+07	9.505306108370386937e+02	3.034593203806242347e+07	2.017007664620060723e+03	3.789086955266730487e+07	5.703402715412270254e+02
1.200000000000000000e+02	0.000000000000000000e+00	8.466415000000001356e+00	4.306680856525787159e-04	1.859572500000000073e+00	8.793285790874396431e-04	9.500000000000000111e-02	5.000000000000004441e-03	1.549741989500000000e+09	1.119151464279969588e+01	7.539822368615502910e+02	8.466415000000000937e-12	8.424152457613560557e+07	4.006477433399372239e+04	6.534485839735817164e+07	1.720001816807593423e+04	3.513972076773460954e+07	2.594558930947937188e+04	7.419400578621664643e+07	1.514875753215214536e+04
