#  Frequency Ave 	 Frequency Std 	 Capacitance Ave 	 Capacitance Std 	 Loss Ave 	 Loss Std 	 Voltage Ave 	 Voltage Std 	 Time Ave 	 Time Std 	 Frequency Ave 	 Capacitance Ave 	 Resistance Ave 	 Resistance Std 	 ReZ Ave 	 ReZ Std 	 ImZ Ave 	 ImZ Std 	 MagZ Ave 	 Magz Std 
#   Hz 	 Hz 	 pF 	 pF 	 tand 	 tand 	 V 	 V 	 s 	 s 	 rad s-1 	 F 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 
1.600000000000000000e+04	0.000000000000000000e+00	3.699399999999999800e+00	2.449489742784721215e-04	2.037500000000000075e-02	4.330127018922317212e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929708250000000e+09	8.291561975888499525e-01	1.005309649148733733e+05	3.699399999999999363e-12	1.319687914006742835e+08	2.805982378835638519e+05	5.476287224955809506e+04	1.165683680453570901e+02	2.687748331266654190e+06	1.778798619367602782e+02	2.688306170138309710e+06	1.354417638544048863e+01
3.200000000000000000e+03	0.000000000000000000e+00	3.785884999999999501e+00	6.062177826495072957e-05	2.934099999999999903e-02	2.134244597041337971e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929751750000000e+09	8.291561975888499525e-01	2.010619298297467685e+04	3.785884999999999271e-12	4.477419890413749814e+08	3.257634139612363069e+05	3.851269641284073587e+05	2.799959038506503930e+02	1.312589769020849094e+07	2.104601033129472683e+02	1.313154647984460928e+07	1.666472797650733995e+01
5.000000000000000000e+03	0.000000000000000000e+00	3.758950000000000458e+00	1.118033988750268259e-04	2.632500000000000118e-02	5.722761571129808089e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929797250000000e+09	8.291561975888499525e-01	3.141592653589793190e+04	3.758950000000000659e-12	3.216734363242898583e+08	6.993476448016156210e+05	2.227671219172585406e+05	4.838266736836709470e+02	8.462188866752460599e+06	2.526327867611006184e+02	8.465120531167680398e+06	2.036099117328232921e+01
4.000000000000000000e+02	0.000000000000000000e+00	3.962056500000000092e+00	1.966596043930515930e-05	5.209400000000000142e-02	2.006240264773819212e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929415500000000e+09	3.354101966249684708e+00	2.513274122871834606e+03	3.962056499999999779e-12	1.927754698100347757e+09	7.424771188783869147e+05	5.217352694605795667e+06	1.999260230448283210e+03	1.001526604715667367e+08	5.367039950667975745e+02	1.002884647837069780e+08	1.065504805717722121e+02
1.000000000000000000e+04	0.000000000000000000e+00	3.721299999999999830e+00	7.071067811864696130e-05	2.249249999999999861e-02	3.269174207655371864e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929662000000000e+09	7.071067811865475727e-01	6.283185307179586380e+04	3.721299999999999502e-12	1.901462301756815314e+08	2.763918067210876616e+05	9.614872252348787151e+04	1.396657965019612675e+02	4.274701457085156813e+06	8.138700236467344951e+01	4.275782632928018458e+06	9.550364348757195643e+00
8.000000000000000000e+02	0.000000000000000000e+00	3.893374999999999808e+00	4.330127018931330998e-05	4.263999999999999735e-02	0.000000000000000000e+00	1.000000000000000056e-01	0.000000000000000000e+00	1.552929717500000000e+09	1.118033988749894903e+00	5.026548245743669213e+03	3.893374999999999654e-12	1.198358367730850458e+09	1.332788119940617798e+04	2.174864481629234273e+06	5.396906088884664854e+01	5.100526457854677737e+07	5.652141722451427768e+02	5.105161163216114044e+07	2.386366443101207935e+01
4.000000000000000000e+03	0.000000000000000000e+00	3.771812500000000234e+00	5.117372372610238938e-05	2.777974999999999889e-02	2.793183667430382459e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929723000000000e+09	7.071067811865475727e-01	2.513274122871834334e+04	3.771812500000000494e-12	3.797359479132672548e+08	3.818496582838690374e+05	2.928217661911741598e+05	2.941047603701739490e+02	1.054083518358423375e+07	1.437239341050691053e+02	1.054490165692608990e+07	1.450217546501124133e+01
1.600000000000000000e+02	0.000000000000000000e+00	4.086748499999999673e+00	1.096665400200675663e-04	7.097024999999999861e-02	2.236487200947051616e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929740500000000e+09	7.158910531638176700e+00	1.005309649148733797e+03	4.086748499999999265e-12	3.429619201575815201e+09	1.084688134676552378e+06	1.718765463129246980e+07	5.459175173671824268e+03	2.421811199945395291e+08	6.479354202736775733e+03	2.427902600054914653e+08	3.947196547191988998e+02
2.000000000000000000e+04	0.000000000000000000e+00	3.690179999999999794e+00	8.031189202090764363e-05	1.949574999999999919e-02	1.772533497567732044e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552929800000000000e+09	7.071067811865475727e-01	1.256637061435917276e+05	3.690179999999999529e-12	1.106121001320531219e+08	1.005961899591471156e+05	4.202594571672999155e+04	3.823520989237081835e+01	2.155646523818267975e+06	4.690281255654929282e+01	2.156056148564588744e+06	6.887701958643661193e+00
1.200000000000000000e+03	0.000000000000000000e+00	3.855499999999999705e+00	4.999999999999449329e-04	3.749999999999999861e-02	0.000000000000000000e+00	1.000000000000000056e-01	0.000000000000000000e+00	1.552929407500000000e+09	1.118033988749894903e+00	7.539822368615503365e+03	3.855499999999999475e-12	9.173327747771315575e+08	1.189641777690352319e+05	1.288187700576405507e+06	3.729246200684725636e+02	3.435167201537081599e+07	4.442397804970346442e+03	3.437581704925028980e+07	6.805480075706267939e+01
