#  Frequency Ave 	 Frequency Std 	 Capacitance Ave 	 Capacitance Std 	 Loss Ave 	 Loss Std 	 Voltage Ave 	 Voltage Std 	 Time Ave 	 Time Std 	 Frequency Ave 	 Capacitance Ave 	 Resistance Ave 	 Resistance Std 	 ReZ Ave 	 ReZ Std 	 ImZ Ave 	 ImZ Std 	 MagZ Ave 	 Magz Std 
#   Hz 	 Hz 	 pF 	 pF 	 tand 	 tand 	 V 	 V 	 s 	 s 	 rad s-1 	 F 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 
1.600000000000000000e+04	0.000000000000000000e+00	3.621325000000000127e+00	2.277608394785153492e-04	1.369249999999999981e-02	1.299038105676680290e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552927971000000000e+09	7.071067811865475727e-01	1.005309649148733733e+05	3.621325000000000223e-12	2.006087614252520502e+08	1.907397802676097490e+05	3.760399444746327936e+04	3.605219072170966399e+01	2.746320573121291585e+06	1.726660346590500978e+02	2.746578007402605377e+06	1.314828155486473982e+01
3.200000000000000000e+03	0.000000000000000000e+00	3.676635000000000097e+00	1.023474474523023976e-04	1.800249999999999767e-02	3.561951712193740609e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552927997250000000e+09	8.291561975888499525e-01	2.010619298297467685e+04	3.676634999999999914e-12	7.514270356947596073e+08	1.486911099353556987e+06	2.434510926286020258e+05	4.816153887965021454e+02	1.352318248179986328e+07	3.766038045462228183e+02	1.352537366842634790e+07	2.125161661244248634e+01
5.000000000000000000e+03	0.000000000000000000e+00	3.659730000000000150e+00	7.549834435281976537e-05	1.657499999999999946e-02	2.719374928177472993e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552928119000000000e+09	7.071067811865475727e-01	3.141592653589793190e+04	3.659730000000000199e-12	5.247440756835342646e+08	8.609886483802408911e+05	1.441236726909090357e+05	2.364198365424509234e+02	8.695244204579729587e+06	1.794510839588542126e+02	8.696438547492144629e+06	1.395540991641942696e+01
1.000000000000000000e+04	0.000000000000000000e+00	3.635644999999999794e+00	7.794228634056881648e-05	1.471949999999999995e-02	2.423324163210500387e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552927882250000000e+09	8.291561975888499525e-01	6.283185307179586380e+04	3.635644999999999701e-12	2.974031769678247571e+08	4.896670450232157018e+05	6.442250882203865331e+04	1.060600896229389178e+02	4.376677796259291470e+06	9.384011369080805309e+01	4.377151904139496386e+06	9.811037273695012217e+00
4.000000000000000000e+02	0.000000000000000000e+00	3.780521750000000125e+00	6.632637107524313926e-05	2.830449999999999980e-02	9.394147114027437086e-06	1.000000000000000056e-01	0.000000000000000000e+00	1.552928059500000000e+09	3.354101966249684708e+00	2.513274122871834606e+03	3.780521750000000334e-12	3.718372649021219254e+09	1.235835592699836940e+06	2.976569952383548021e+06	9.932046810036597435e+02	1.051624283200038373e+08	1.842890514053864990e+03	1.052045450484026223e+08	5.129401804793729269e+01
4.000000000000000000e+03	0.000000000000000000e+00	3.668067499999999814e+00	8.898735865289418795e-05	1.728499999999999828e-02	1.499999999999938882e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552928065750000000e+09	8.291561975888499525e-01	2.513274122871834334e+04	3.668067499999999506e-12	6.275573745910816193e+08	5.448098495561114978e+05	1.874400838608920167e+05	1.628816301987401687e+02	1.084408931795730628e+07	2.629807123852992845e+02	1.084570914790146612e+07	1.645680178484692391e+01
2.000000000000000000e+04	0.000000000000000000e+00	3.615005000000000024e+00	9.526279441624804561e-05	1.324500000000000156e-02	2.061552812808798956e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552928166500000000e+09	5.000000000000000000e-01	1.256637061435917276e+05	3.615004999999999903e-12	1.661993309000777006e+08	2.587223865045554412e+05	2.915123877223730960e+04	4.538979543000282746e+01	2.200924029613990802e+06	5.799097168584236783e+01	2.201117075226631947e+06	7.638204208985496457e+00
1.600000000000000000e+02	0.000000000000000000e+00	3.844599999999999795e+00	1.998749609131820365e-04	3.576850000000000168e-02	3.528101472463537327e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552928183500000000e+09	7.158910531638176700e+00	1.005309649148733797e+03	3.844599999999999996e-12	7.233496231979514122e+09	7.144815196250839159e+06	9.242606003833105788e+06	9.156406197457850794e+03	2.584007158207111061e+08	1.341539890187181300e+04	2.585659600612539649e+08	3.471665320222493847e+02
8.000000000000000000e+02	0.000000000000000000e+00	3.740549999999999820e+00	5.000000000010551560e-05	2.406499999999999959e-02	1.500000000000112355e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552928195500000000e+09	1.118033988749894903e+00	5.026548245743669213e+03	3.740549999999999849e-12	2.210084172026177883e+09	1.377888416670835111e+06	1.279172483536257641e+06	7.973163936733121773e+02	5.315489231399366260e+07	7.107359673455285929e+02	5.317028172912852466e+07	3.283699992855665784e+01
1.200000000000000000e+03	0.000000000000000000e+00	3.719750000000000334e+00	4.330127018923639261e-04	2.187499999999999861e-02	1.299038105676649966e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552927885000000000e+09	7.071067811865475727e-01	7.539822368615503365e+03	3.719750000000000584e-12	1.629960468074419498e+09	9.681314436292871833e+06	7.795885068243376445e+05	4.629570991804375808e+03	3.563833174054115266e+07	4.149600402475114606e+03	3.564685747003283352e+07	1.199945879190429707e+02
