#  Frequency Ave 	 Frequency Std 	 Capacitance Ave 	 Capacitance Std 	 Loss Ave 	 Loss Std 	 Voltage Ave 	 Voltage Std 	 Time Ave 	 Time Std 	 Frequency Ave 	 Capacitance Ave 	 Resistance Ave 	 Resistance Std 	 ReZ Ave 	 ReZ Std 	 ImZ Ave 	 ImZ Std 	 MagZ Ave 	 Magz Std 
#   Hz 	 Hz 	 pF 	 pF 	 tand 	 tand 	 V 	 V 	 s 	 s 	 rad s-1 	 F 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 	 Ohm 
3.200000000000000000e+03	0.000000000000000000e+00	4.490450000000000941e+00	8.774964387373695030e-05	1.544719999999999982e-01	1.737814719697778709e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932238000000000e+09	7.071067811865475727e-01	2.010619298297467685e+04	4.490450000000000925e-12	7.170187602307038009e+07	8.187269458966208731e+03	1.671047531965852249e+06	1.927737343038942015e+02	1.081780213867789879e+07	2.096042022826036373e+02	1.094610629245273210e+07	3.272294741134370355e+01
1.600000000000000000e+04	0.000000000000000000e+00	4.113100000000000200e+00	9.999999999976694198e-05	8.207500000000000906e-02	4.330127018922317212e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932456000000000e+09	7.071067811865475727e-01	1.005309649148733733e+05	4.113100000000000316e-12	2.946591889601285383e+07	1.556217836022548727e+04	1.971632830722024373e+05	1.031770292658532355e+02	2.402233116932103876e+06	6.007216482461840457e+01	2.410310624852560461e+06	1.144122843867256023e+01
5.000000000000000000e+03	0.000000000000000000e+00	4.365414999999999601e+00	1.003742994994618232e-04	1.291625000000000134e-01	2.277608394786524736e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932543250000000e+09	8.291561975888499525e-01	3.141592653589793190e+04	4.365414999999999731e-12	5.645314591951162368e+07	1.003902966542436661e+04	9.263508243179176934e+05	1.647436226088460103e+02	7.171979671482957900e+06	1.648946513474012647e+02	7.231557111568661407e+06	2.464836814065848358e+01
1.000000000000000000e+04	0.000000000000000000e+00	4.201100000000000279e+00	1.224744871392360608e-04	9.784249999999999892e-02	2.586020108197187393e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932403750000000e+09	8.291561975888499525e-01	6.283185307179586380e+04	4.201099999999999941e-12	3.871948492746510357e+07	1.029579419025491916e+04	3.671528125171105494e+05	9.809624534347686620e+01	3.752488054956798442e+06	1.089769941935955728e+02	3.770406846791560762e+06	1.411351695101009085e+01
4.000000000000000000e+02	0.000000000000000000e+00	5.552095000000000447e+00	1.203120941552372866e-04	4.079940000000000233e-01	4.193447269252573493e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932562500000000e+09	3.354101966249684708e+00	2.513274122871834606e+03	5.552095000000000487e-12	1.756505343798329830e+08	1.845060767729521103e+04	2.506614288931747898e+07	2.099389365727482527e+03	6.143752822178138047e+07	2.073072026322526654e+03	6.635421157206123322e+07	7.941905793285594655e+02
8.000000000000000000e+02	0.000000000000000000e+00	5.081025000000000347e+00	8.291561975902648975e-05	2.876825000000000077e-01	8.291561975896791234e-06	1.000000000000000056e-01	0.000000000000000000e+00	1.552932161250000000e+09	8.291561975888499525e-01	5.026548245743669213e+03	5.081025000000000556e-12	1.361022700123351812e+08	4.507846850351472312e+03	1.040302312668281049e+07	4.284003318204996162e+02	3.616147359218169004e+07	5.323727950039195775e+02	3.762811531996189803e+07	1.204973743801592008e+02
1.600000000000000000e+02	0.000000000000000000e+00	6.366137250000000414e+00	6.230310485842588137e-04	6.502785000000000926e-01	1.640754399658841630e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552932209000000000e+09	7.382411530116700149e+00	1.005309649148733797e+03	6.366137250000000203e-12	2.402839464343495369e+08	6.502823273758054711e+04	7.141027850840558112e+07	1.256770903557942074e+04	1.098149154683809578e+08	1.819456344561101287e+04	1.309913872587648779e+08	6.852250778185897616e+03
4.000000000000000000e+03	0.000000000000000000e+00	4.422480000000000189e+00	1.170469991072611474e-04	1.405425000000000146e-01	2.861380785564790203e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932220750000000e+09	8.291561975888499525e-01	2.513274122871834334e+04	4.422480000000000357e-12	6.401571317514848709e+07	1.314296684770950014e+04	1.239958896238436224e+06	2.530347693246340839e+02	8.822661445743715391e+06	2.351709771239963800e+02	8.909368835701743141e+06	3.835082100530114957e+01
2.000000000000000000e+04	0.000000000000000000e+00	4.074899999999999523e+00	1.224744871392360608e-04	7.547000000000000930e-02	1.000000000000306200e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932321000000000e+09	7.071067811865475727e-01	1.256637061435917276e+05	4.074899999999999126e-12	2.587610058041458949e+07	3.515760633428448727e+03	1.465483483955525153e+05	2.154667432028080754e+01	1.941809306950476952e+06	5.777894746395858050e+01	1.947331456885795807e+06	7.751195607678571520e+00
1.200000000000000000e+03	0.000000000000000000e+00	4.875000000000000000e+00	0.000000000000000000e+00	2.391000000000000070e-01	0.000000000000000000e+00	1.000000000000000056e-01	0.000000000000000000e+00	1.552932305750000000e+09	8.291561975888499525e-01	7.539822368615503365e+03	4.875000000000000129e-12	1.137849150066991448e+08	0.000000000000000000e+00	6.153178305444078520e+06	0.000000000000000000e+00	2.573474824527008832e+07	0.000000000000000000e+00	2.646013738637839258e+07	0.000000000000000000e+00
5.000000000000000000e+01	0.000000000000000000e+00	7.803329999999999878e+00	1.479357968850036811e-03	1.309987000000000013e+00	1.113174290037274774e-03	7.499999999999999722e-02	0.000000000000000000e+00	1.552932511000000000e+09	2.303258561256204118e+01	3.141592653589793258e+02	7.803329999999999628e-12	3.113889291671212316e+08	2.711109499687576317e+05	1.967418859706126153e+08	5.285591576114718919e+04	1.501861361758647859e+08	1.654036501111110556e+05	2.475141313030610383e+08	4.201437663184937264e+04
6.000000000000000000e+01	0.000000000000000000e+00	7.557539999999999480e+00	1.603620902832305489e-03	1.158312249999999821e+00	9.610370375276802712e-04	8.999999999999999667e-02	0.000000000000000000e+00	1.552932370250000000e+09	2.157979378956156680e+01	3.769911184307751455e+02	7.557539999999999319e-12	3.030140579099924564e+08	2.594984085346963257e+05	1.736141751903480589e+08	3.821807706438357854e+04	1.498854693027273715e+08	1.471634267119666620e+05	2.293633269185021520e+08	2.892986052513628965e+04
8.000000000000000000e+03	0.000000000000000000e+00	4.246624999999999872e+00	1.299038105676621777e-04	1.062474999999999947e-01	6.571719714047497300e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932232500000000e+09	5.000000000000000000e-01	5.026548245743668667e+04	4.246624999999999992e-12	4.409278316232476383e+07	2.730601301687555679e+04	4.921866960012364434e+05	2.994831147299419172e+02	4.632454373055709526e+06	1.526303059077809223e+02	4.658527799870210700e+06	3.394252129699918186e+01
3.200000000000000000e+02	0.000000000000000000e+00	5.718267499999999615e+00	2.038841582862598739e-04	4.534000000000000252e-01	4.888251221040755583e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932314500000000e+09	3.354101966249684708e+00	2.010619298297467594e+03	5.718267499999999797e-12	1.918333759737683535e+08	2.178382672121652286e+04	3.271102908150395378e+07	3.120119505988717265e+03	7.214607208095268905e+07	3.267972422528544939e+03	7.921532137333671749e+07	1.289467939662165463e+03
1.600000000000000000e+03	0.000000000000000000e+00	4.748520000000000074e+00	8.455767262652009834e-05	2.101862499999999911e-01	1.849831073368239119e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932401000000000e+09	7.071067811865475727e-01	1.005309649148733843e+04	4.748520000000000046e-12	9.966383065479157865e+07	8.949070305162640580e+03	4.216688627079113387e+06	3.752439161109390966e+02	2.006167685602228343e+07	3.607937613943865927e+02	2.050003271346654370e+07	7.939137758356703500e+01
2.000000000000000000e+02	0.000000000000000000e+00	6.135892500000000638e+00	4.780363479900927846e-04	5.762557499999999555e-01	1.224874993621555296e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552932178000000000e+09	6.708203932499369415e+00	1.256637061435917303e+03	6.135892500000000656e-12	2.250593819283170104e+08	5.095017928699447657e+04	5.610484842054381222e+07	9.144964715084150157e+03	9.736102142242194712e+07	1.162879359421859954e+04	1.123695799970325828e+08	4.566932347131366441e+03
2.000000000000000000e+03	0.000000000000000000e+00	4.654370000000000118e+00	8.185352771852831718e-05	1.893449999999999855e-01	3.640054944639801050e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932223250000000e+09	8.291561975888499525e-01	1.256637061435917167e+04	4.654369999999999685e-12	9.029743005116406083e+07	1.743167464768970603e+04	3.125255737575962208e+06	5.714982543284369285e+02	1.650561534540633298e+07	3.487784521728370919e+02	1.679888571768271923e+07	1.078930536186100113e+02
8.000000000000000000e+01	0.000000000000000000e+00	7.193332500000000351e+00	7.516440314404942936e-04	9.725304999999999644e-01	5.016266041589271217e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552932435750000000e+09	1.375454470347891878e+01	5.026548245743668986e+02	7.193332500000000237e-12	2.843785130128362775e+08	1.496607305508333666e+05	1.382297634108842611e+08	1.498365497152943681e+04	1.421341165247612000e+08	7.271955644989505527e+04	1.982664232110506296e+08	1.044827291830264039e+04
6.000000000000000000e+02	0.000000000000000000e+00	5.254780000000000229e+00	2.437211521391448896e-04	3.305164999999999909e-01	1.663580475960865589e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932189750000000e+09	1.479019945774904032e+00	3.769911184307751682e+03	5.254780000000000355e-12	1.527288908442494869e+08	1.045336255105290002e+04	1.504116630230133049e+07	1.505188952901644598e+03	4.550806480856880546e+07	1.802579584164533344e+03	4.792932970900368690e+07	4.740749295375913448e+02
2.400000000000000000e+03	0.000000000000000000e+00	4.587010000000000254e+00	6.708203932483735124e-05	1.750174999999999925e-01	1.920286436967898183e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932235250000000e+09	8.291561975888499525e-01	1.507964473723100673e+04	4.587009999999999859e-12	8.260336263708689809e+07	9.143367715884205609e+03	2.455033512501734309e+06	2.649204598686147847e+02	1.402736019256208465e+07	2.138850261112337705e+02	1.424057665684160404e+07	4.788961081187185442e+01
1.200000000000000000e+04	0.000000000000000000e+00	4.165295000000000414e+00	1.162970334960041488e-04	9.134249999999999314e-02	2.165063509461459133e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932458750000000e+09	8.291561975888499525e-01	7.539822368615503365e+04	4.165294999999999974e-12	3.485942560207624733e+07	8.319750424329027737e+03	2.884413582187452703e+05	6.956071143691258385e+01	3.157800128294553608e+06	8.760063828507381345e+01	3.170946241642733105e+06	1.126557345366543927e+01
1.000000000000000000e+02	0.000000000000000000e+00	6.896147500000000541e+00	9.336052431300994985e-04	8.436874999999999236e-01	4.119104878490010830e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552932142500000000e+09	1.229837387624884393e+01	6.283185307179586516e+02	6.896147500000000025e-12	2.735470118453831673e+08	1.385922429271212313e+05	1.137470130488387197e+08	2.044098973804328125e+04	1.348212614846595824e+08	5.689024482101600006e+04	1.763948852031930089e+08	1.318249044728183981e+04
1.000000000000000000e+03	0.000000000000000000e+00	4.963235000000000063e+00	9.836157786458745507e-05	2.595617500000000355e-01	1.375454470346681959e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932229500000000e+09	1.118033988749894903e+00	6.283185307179585834e+03	4.963234999999999702e-12	1.235419919133282304e+08	6.989512849249927967e+03	7.797943023787979968e+06	4.821286789160353692e+02	3.004272788185462356e+07	5.627391944863736626e+02	3.103825726398646832e+07	1.232853973814780915e+02
6.000000000000000000e+03	0.000000000000000000e+00	4.314000000000000057e+00	1.000000000000333955e-03	1.189749999999999974e-01	2.861380785564923289e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552932226000000000e+09	7.071067811865475727e-01	3.769911184307751682e+04	4.313999999999999591e-12	5.168125211192306876e+07	1.248707965570802335e+05	7.213401338945378084e+05	1.726021047582493338e+03	6.062955527585944161e+06	1.426070386640914421e+03	6.105715463256697170e+06	2.073344618808616815e+02
2.400000000000000000e+02	0.000000000000000000e+00	5.968814999999999316e+00	3.092329219215552609e-04	5.255842500000000861e-01	1.071759651227838185e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552932295000000000e+09	6.708203932499369415e+00	1.507964473723100582e+03	5.968814999999999139e-12	2.113870748814179301e+08	4.447502323941206851e+04	4.575422134017443657e+07	6.603219286500103408e+03	8.705401910383431613e+07	8.331160819642384013e+03	9.834556935915529728e+07	3.073139223945960111e+03
5.000000000000000000e+02	0.000000000000000000e+00	5.389618500000000090e+00	1.245261016815440373e-04	3.650864999999999805e-01	2.724426545164851163e-05	1.000000000000000056e-01	0.000000000000000000e+00	1.552932551250000000e+09	3.031088913245535199e+00	3.141592653589792917e+03	5.389618499999999750e-12	1.617693826498237252e+08	1.263727898130145877e+04	1.902600154635152593e+07	1.376184684342301807e+03	5.211368140523280203e+07	1.328527963041986368e+03	5.547814456565646082e+07	4.731971813330498549e+02
1.200000000000000000e+02	0.000000000000000000e+00	6.689219999999999722e+00	8.423479091204180702e-04	7.639037499999999925e-01	3.513967664905152315e-04	1.000000000000000056e-01	0.000000000000000000e+00	1.552932264750000000e+09	1.151900603350827268e+01	7.539822368615502910e+02	6.689219999999999643e-12	2.595522296770946085e+08	1.237872739476025890e+05	9.564682502460640669e+07	1.937316336066291842e+04	1.252079532593031675e+08	4.420566716950257251e+04	1.575606127706779242e+08	1.176162318559315281e+04
