Freq.	Cap.	Loss	Voltage	Time
5000.0	4.78978	0.226877	0.100	03-18-2019-14:21:49
5000.0	4.78959	0.22681	0.100	03-18-2019-14:21:50
1000.0	5.8226	0.49804	0.100	03-18-2019-14:21:51
1000.0	5.82278	0.49802	0.100	03-18-2019-14:21:51
1000.0	5.8228	0.49802	0.100	03-18-2019-14:21:52
1000.0	5.8226	0.49807	0.100	03-18-2019-14:21:53
16000.0	4.3753	0.13613	0.100	03-18-2019-14:21:54
16000.0	4.3757	0.13619	0.100	03-18-2019-14:21:55
16000.0	4.3753	0.13618	0.100	03-18-2019-14:21:55
16000.0	4.3755	0.13619	0.100	03-18-2019-14:21:56
20000.0	4.31638	0.124135	0.100	03-18-2019-14:21:57
20000.0	4.31638	0.12409	0.100	03-18-2019-14:21:57
20000.0	4.3164	0.12418	0.100	03-18-2019-14:21:58
20000.0	4.3163	0.12414	0.100	03-18-2019-14:21:58
160.00	7.91618	1.450970	0.100	03-18-2019-14:22:05
160.00	7.91627	1.451130	0.100	03-18-2019-14:22:12
160.00	7.91632	1.451263	0.100	03-18-2019-14:22:19
160.00	7.91674	1.451296	0.100	03-18-2019-14:22:25
400.00	6.767941	0.820459	0.100	03-18-2019-14:22:28
400.00	6.76817	0.820444	0.100	03-18-2019-14:22:31
400.00	6.76817	0.820495	0.100	03-18-2019-14:22:34
400.00	6.768202	0.820507	0.100	03-18-2019-14:22:37
800.00	6.0276	0.56005	0.100	03-18-2019-14:22:38
800.00	6.0273	0.56011	0.100	03-18-2019-14:22:39
800.00	6.0274	0.56012	0.100	03-18-2019-14:22:40
800.00	6.0275	0.56011	0.100	03-18-2019-14:22:41
3200.0	5.01063	0.279591	0.100	03-18-2019-14:22:41
3200.0	5.0106	0.27961	0.100	03-18-2019-14:22:42
3200.0	5.01057	0.27959	0.100	03-18-2019-14:22:43
3200.0	5.01059	0.27958	0.100	03-18-2019-14:22:43
4000.0	4.8952	0.25169	0.100	03-18-2019-14:22:44
4000.0	4.89534	0.25166	0.100	03-18-2019-14:22:45
4000.0	4.8950	0.25166	0.100	03-18-2019-14:22:45
4000.0	4.8953	0.25166	0.100	03-18-2019-14:22:46
